Subject,Trial,Sex,Age,Group,Years EDU,LIS,Corsi Span,Raven Raw,Trial_index, Reaction_Time, Response_string, Correct_response, Correctness,ID,observation,AFirst,ALast,BFirst,BLast,Copy,CpyAS4,CpyAS6,CpyAT4,CpyAT6,CpyBS4,CpyBS6,CpyBT4,CpyBT6,SomeA,SomeB
1,1,M,25,HEARING,13,ND,5,34,85,1.63, N, N, CORRECT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,M,25,HEARING,13,ND,5,34,59,1.28, N, N, CORRECT,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,3,M,25,HEARING,13,ND,5,34,26,1.04, C, N, INCORRECT,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,4,M,25,HEARING,13,ND,5,34,4,2.045, C, N, INCORRECT,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,5,M,25,HEARING,13,ND,5,34,34,1.28, N, N, CORRECT,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,6,M,25,HEARING,13,ND,5,34,16,1.065, N, N, CORRECT,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,7,M,25,HEARING,13,ND,5,34,43,2.26, C, C, CORRECT,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,8,M,25,HEARING,13,ND,5,34,74,1.215, N, N, CORRECT,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,9,M,25,HEARING,13,ND,5,34,73,1.325, N, C, INCORRECT,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,10,M,25,HEARING,13,ND,5,34,25,2.13, C, N, INCORRECT,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,11,M,25,HEARING,13,ND,5,34,56,1.205, C, C, CORRECT,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,12,M,25,HEARING,13,ND,5,34,80,4.48, C, N, INCORRECT,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,13,M,25,HEARING,13,ND,5,34,23,1.385, N, C, INCORRECT,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,14,M,25,HEARING,13,ND,5,34,7,1.825, N, N, CORRECT,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,15,M,25,HEARING,13,ND,5,34,41,7.375, N, N, CORRECT,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,16,M,25,HEARING,13,ND,5,34,76,2.245, C, N, INCORRECT,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,17,M,25,HEARING,13,ND,5,34,82,1.05, N, N, CORRECT,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,18,M,25,HEARING,13,ND,5,34,35,1.84, C, C, CORRECT,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,19,M,25,HEARING,13,ND,5,34,70,4.78, N, N, CORRECT,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,20,M,25,HEARING,13,ND,5,34,67,1.97, C, C, CORRECT,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,21,M,25,HEARING,13,ND,5,34,46,1.925, C, C, CORRECT,1,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,22,M,25,HEARING,13,ND,5,34,30,2.295, C, N, INCORRECT,1,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,23,M,25,HEARING,13,ND,5,34,40,5.39, N, C, INCORRECT,1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,24,M,25,HEARING,13,ND,5,34,33,2.525, N, N, CORRECT,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,25,M,25,HEARING,13,ND,5,34,12,1.745, N, N, CORRECT,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,26,M,25,HEARING,13,ND,5,34,45,4.015, C, N, INCORRECT,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,27,M,25,HEARING,13,ND,5,34,44,1.335, C, C, CORRECT,1,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,28,M,25,HEARING,13,ND,5,34,83,4.4, N, N, CORRECT,1,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,29,M,25,HEARING,13,ND,5,34,65,2.335, C, N, INCORRECT,1,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,30,M,25,HEARING,13,ND,5,34,42,1.2, C, C, CORRECT,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,31,M,25,HEARING,13,ND,5,34,79,3.19, C, N, INCORRECT,1,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,32,M,25,HEARING,13,ND,5,34,10,1.115, N, N, CORRECT,1,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,33,M,25,HEARING,13,ND,5,34,55,2.825, N, N, CORRECT,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,34,M,25,HEARING,13,ND,5,34,71,3.375, C, C, CORRECT,1,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,35,M,25,HEARING,13,ND,5,34,69,2.665, N, N, CORRECT,1,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,36,M,25,HEARING,13,ND,5,34,86,5.65, C, N, INCORRECT,1,36,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,37,M,25,HEARING,13,ND,5,34,52,1.3, N, N, CORRECT,1,37,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,38,M,25,HEARING,13,ND,5,34,9,0.84, C, C, CORRECT,1,38,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,39,M,25,HEARING,13,ND,5,34,24,1.13, N, N, CORRECT,1,39,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,40,M,25,HEARING,13,ND,5,34,37,1.145, N, N, CORRECT,1,40,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,41,M,25,HEARING,13,ND,5,34,13,1.16, C, N, INCORRECT,1,41,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,42,M,25,HEARING,13,ND,5,34,1,6.855, C, C, CORRECT,1,42,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,43,M,25,HEARING,13,ND,5,34,60,0.81, C, C, CORRECT,1,43,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,44,M,25,HEARING,13,ND,5,34,21,1.915, C, N, INCORRECT,1,44,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
1,45,M,25,HEARING,13,ND,5,34,17,1.19, C, C, CORRECT,1,45,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
1,46,M,25,HEARING,13,ND,5,34,48,0.845, N, N, CORRECT,1,46,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0
1,47,M,25,HEARING,13,ND,5,34,32,3.56, N, C, INCORRECT,1,47,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0
1,48,M,25,HEARING,13,ND,5,34,72,2.695, C, C, CORRECT,1,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,49,M,25,HEARING,13,ND,5,34,50,1.55, C, N, INCORRECT,1,49,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,50,M,25,HEARING,13,ND,5,34,63,0.975, N, C, INCORRECT,1,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,51,M,25,HEARING,13,ND,5,34,14,5.255, C, C, CORRECT,1,51,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,52,M,25,HEARING,13,ND,5,34,75,1.615, N, C, INCORRECT,1,52,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,53,M,25,HEARING,13,ND,5,34,28,1.935, C, C, CORRECT,1,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,54,M,25,HEARING,13,ND,5,34,77,1.56, C, C, CORRECT,1,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,55,M,25,HEARING,13,ND,5,34,51,1.395, N, N, CORRECT,1,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,56,M,25,HEARING,13,ND,5,34,31,0.83, N, N, CORRECT,1,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,57,M,25,HEARING,13,ND,5,34,19,1.43, N, N, CORRECT,1,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,58,M,25,HEARING,13,ND,5,34,29,1.595, N, N, CORRECT,1,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,59,M,25,HEARING,13,ND,5,34,6,1.265, C, N, INCORRECT,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,M,25,HEARING,13,ND,5,34,53,4.93, N, N, CORRECT,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,61,M,25,HEARING,13,ND,5,34,39,2.615, C, N, INCORRECT,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,62,M,25,HEARING,13,ND,5,34,27,0.875, N, C, INCORRECT,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,63,M,25,HEARING,13,ND,5,34,68,1.08, C, C, CORRECT,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64,M,25,HEARING,13,ND,5,34,18,2.78, C, N, INCORRECT,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,65,M,25,HEARING,13,ND,5,34,36,2.44, N, C, INCORRECT,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,66,M,25,HEARING,13,ND,5,34,47,1.875, C, C, CORRECT,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,67,M,25,HEARING,13,ND,5,34,20,2.125, N, N, CORRECT,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,68,M,25,HEARING,13,ND,5,34,58,0.9, C, N, INCORRECT,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,69,M,25,HEARING,13,ND,5,34,61,0.84, N, N, CORRECT,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,70,M,25,HEARING,13,ND,5,34,5,1.915, N, C, INCORRECT,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,71,M,25,HEARING,13,ND,5,34,22,1.02, N, N, CORRECT,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,72,M,25,HEARING,13,ND,5,34,78,0.6, C, C, CORRECT,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,73,M,25,HEARING,13,ND,5,34,57,0.79, N, N, CORRECT,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,74,M,25,HEARING,13,ND,5,34,3,1.06, N, N, CORRECT,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,M,25,HEARING,13,ND,5,34,8,1, N, N, CORRECT,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,76,M,25,HEARING,13,ND,5,34,81,0.895, C, C, CORRECT,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,77,M,25,HEARING,13,ND,5,34,0,1.77, C, C, CORRECT,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,78,M,25,HEARING,13,ND,5,34,84,0.44, N, N, CORRECT,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,79,M,25,HEARING,13,ND,5,34,38,1.82, C, C, CORRECT,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,80,M,25,HEARING,13,ND,5,34,2,1.505, C, C, CORRECT,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,81,M,25,HEARING,13,ND,5,34,62,2.17, N, N, CORRECT,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,82,M,25,HEARING,13,ND,5,34,15,2.585, N, C, INCORRECT,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,83,M,25,HEARING,13,ND,5,34,66,1.26, N, N, CORRECT,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,84,M,25,HEARING,13,ND,5,34,64,0.595, C, C, CORRECT,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,85,M,25,HEARING,13,ND,5,34,54,4.005, C, C, CORRECT,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,M,25,HEARING,13,ND,5,34,11,3.815, C, N, INCORRECT,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,87,M,25,HEARING,13,ND,5,34,49,0.81, N, C, INCORRECT,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,F,25,HEARING,16,ND,6,29,28,0.81, N, N, CORRECT,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,F,25,HEARING,16,ND,6,29,19,0.77, N, N, CORRECT,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,F,25,HEARING,16,ND,6,29,51,0.785, C, C, CORRECT,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,F,25,HEARING,16,ND,6,29,55,0.745, N, N, CORRECT,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,5,F,25,HEARING,16,ND,6,29,80,0.945, N, N, CORRECT,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,6,F,25,HEARING,16,ND,6,29,38,0.695, N, N, CORRECT,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,7,F,25,HEARING,16,ND,6,29,49,0.945, N, N, CORRECT,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,8,F,25,HEARING,16,ND,6,29,78,0.86, N, N, CORRECT,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,9,F,25,HEARING,16,ND,6,29,31,0.635, N, N, CORRECT,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,10,F,25,HEARING,16,ND,6,29,85,0.76, N, N, CORRECT,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,11,F,25,HEARING,16,ND,6,29,10,0.85, C, C, CORRECT,2,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,12,F,25,HEARING,16,ND,6,29,84,0.735, N, N, CORRECT,2,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,13,F,25,HEARING,16,ND,6,29,46,0.82, N, N, CORRECT,2,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,14,F,25,HEARING,16,ND,6,29,5,0.675, N, N, CORRECT,2,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,15,F,25,HEARING,16,ND,6,29,30,0.715, C, C, CORRECT,2,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,16,F,25,HEARING,16,ND,6,29,33,0.62, C, C, CORRECT,2,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,17,F,25,HEARING,16,ND,6,29,70,0.575, C, C, CORRECT,2,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,18,F,25,HEARING,16,ND,6,29,50,0.575, C, C, CORRECT,2,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,19,F,25,HEARING,16,ND,6,29,47,0.81, N, N, CORRECT,2,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,20,F,25,HEARING,16,ND,6,29,43,0.555, C, C, CORRECT,2,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,21,F,25,HEARING,16,ND,6,29,67,0.525, C, C, CORRECT,2,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,22,F,25,HEARING,16,ND,6,29,76,0.83, C, C, CORRECT,2,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,23,F,25,HEARING,16,ND,6,29,27,0.85, N, N, CORRECT,2,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,24,F,25,HEARING,16,ND,6,29,54,0.69, N, N, CORRECT,2,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,25,F,25,HEARING,16,ND,6,29,56,0.75, N, N, CORRECT,2,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,26,F,25,HEARING,16,ND,6,29,65,0.56, C, C, CORRECT,2,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,27,F,25,HEARING,16,ND,6,29,58,0.795, N, N, CORRECT,2,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,28,F,25,HEARING,16,ND,6,29,6,0.765, N, N, CORRECT,2,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,29,F,25,HEARING,16,ND,6,29,37,1.56, N, N, CORRECT,2,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,30,F,25,HEARING,16,ND,6,29,7,0.695, N, N, CORRECT,2,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,31,F,25,HEARING,16,ND,6,29,15,0.79, N, N, CORRECT,2,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,32,F,25,HEARING,16,ND,6,29,4,0.62, C, C, CORRECT,2,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,33,F,25,HEARING,16,ND,6,29,23,0.625, N, N, CORRECT,2,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,34,F,25,HEARING,16,ND,6,29,63,0.72, C, C, CORRECT,2,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,35,F,25,HEARING,16,ND,6,29,68,0.795, N, N, CORRECT,2,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,36,F,25,HEARING,16,ND,6,29,34,0.695, C, C, CORRECT,2,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,37,F,25,HEARING,16,ND,6,29,45,0.715, N, N, CORRECT,2,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,38,F,25,HEARING,16,ND,6,29,14,0.855, N, N, CORRECT,2,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,39,F,25,HEARING,16,ND,6,29,75,0.775, N, N, CORRECT,2,39,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2,40,F,25,HEARING,16,ND,6,29,81,0.615, N, N, CORRECT,2,40,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2,41,F,25,HEARING,16,ND,6,29,53,0.6, N, N, CORRECT,2,41,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2,42,F,25,HEARING,16,ND,6,29,66,0.61, C, C, CORRECT,2,42,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2,43,F,25,HEARING,16,ND,6,29,13,0.895, C, C, CORRECT,2,43,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2,44,F,25,HEARING,16,ND,6,29,35,0.76, C, C, CORRECT,2,44,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2,45,F,25,HEARING,16,ND,6,29,72,0.6, C, C, CORRECT,2,45,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2,46,F,25,HEARING,16,ND,6,29,48,0.675, N, N, CORRECT,2,46,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
2,47,F,25,HEARING,16,ND,6,29,64,0.73, C, C, CORRECT,2,47,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
2,48,F,25,HEARING,16,ND,6,29,24,0.71, N, N, CORRECT,2,48,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
2,49,F,25,HEARING,16,ND,6,29,59,0.745, N, N, CORRECT,2,49,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
2,50,F,25,HEARING,16,ND,6,29,16,0.66, N, N, CORRECT,2,50,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
2,51,F,25,HEARING,16,ND,6,29,61,0.69, N, N, CORRECT,2,51,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
2,52,F,25,HEARING,16,ND,6,29,2,0.695, C, C, CORRECT,2,52,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
2,53,F,25,HEARING,16,ND,6,29,71,2.1, N, C, INCORRECT,2,53,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2,54,F,25,HEARING,16,ND,6,29,57,0.76, C, C, CORRECT,2,54,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2,55,F,25,HEARING,16,ND,6,29,1,0.67, N, N, CORRECT,2,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,56,F,25,HEARING,16,ND,6,29,83,1.03, C, N, INCORRECT,2,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,57,F,25,HEARING,16,ND,6,29,62,0.635, C, C, CORRECT,2,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,58,F,25,HEARING,16,ND,6,29,22,0.965, C, C, CORRECT,2,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,59,F,25,HEARING,16,ND,6,29,69,0.67, N, N, CORRECT,2,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,60,F,25,HEARING,16,ND,6,29,40,0.705, C, C, CORRECT,2,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,61,F,25,HEARING,16,ND,6,29,8,0.625, C, C, CORRECT,2,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,62,F,25,HEARING,16,ND,6,29,79,0.635, N, N, CORRECT,2,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,63,F,25,HEARING,16,ND,6,29,42,0.91, C, C, CORRECT,2,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,64,F,25,HEARING,16,ND,6,29,73,0.6, N, N, CORRECT,2,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,65,F,25,HEARING,16,ND,6,29,20,0.7, C, N, INCORRECT,2,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,66,F,25,HEARING,16,ND,6,29,9,0.955, N, N, CORRECT,2,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,67,F,25,HEARING,16,ND,6,29,52,0.765, N, N, CORRECT,2,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,68,F,25,HEARING,16,ND,6,29,44,0.67, N, N, CORRECT,2,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,69,F,25,HEARING,16,ND,6,29,11,0.635, C, C, CORRECT,2,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,70,F,25,HEARING,16,ND,6,29,32,0.69, N, N, CORRECT,2,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,71,F,25,HEARING,16,ND,6,29,77,0.73, N, N, CORRECT,2,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,72,F,25,HEARING,16,ND,6,29,0,0.635, C, N, INCORRECT,2,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,73,F,25,HEARING,16,ND,6,29,29,0.775, N, N, CORRECT,2,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,74,F,25,HEARING,16,ND,6,29,26,1.125, C, N, INCORRECT,2,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,75,F,25,HEARING,16,ND,6,29,86,0.67, C, C, CORRECT,2,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,76,F,25,HEARING,16,ND,6,29,82,0.73, N, N, CORRECT,2,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,77,F,25,HEARING,16,ND,6,29,21,0.525, N, N, CORRECT,2,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,78,F,25,HEARING,16,ND,6,29,12,0.72, C, C, CORRECT,2,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,79,F,25,HEARING,16,ND,6,29,41,0.49, C, C, CORRECT,2,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,80,F,25,HEARING,16,ND,6,29,3,0.485, C, C, CORRECT,2,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,81,F,25,HEARING,16,ND,6,29,39,0.695, N, N, CORRECT,2,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,82,F,25,HEARING,16,ND,6,29,36,0.545, C, C, CORRECT,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,83,F,25,HEARING,16,ND,6,29,74,0.66, C, C, CORRECT,2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,84,F,25,HEARING,16,ND,6,29,17,0.555, C, C, CORRECT,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,85,F,25,HEARING,16,ND,6,29,25,0.855, N, C, INCORRECT,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,86,F,25,HEARING,16,ND,6,29,18,0.955, C, C, CORRECT,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,87,F,25,HEARING,16,ND,6,29,60,0.78, N, N, CORRECT,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,M,56,HEARING,8,ND,3,35,56,14.165, N, C, INCORRECT,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,M,56,HEARING,8,ND,3,35,34,1.035, C, N, INCORRECT,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,M,56,HEARING,8,ND,3,35,14,1.205, C, N, INCORRECT,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,M,56,HEARING,8,ND,3,35,50,0.78, C, C, CORRECT,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,5,M,56,HEARING,8,ND,3,35,78,0.905, C, N, INCORRECT,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,6,M,56,HEARING,8,ND,3,35,23,1.2, N, N, CORRECT,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,7,M,56,HEARING,8,ND,3,35,48,1.235, C, C, CORRECT,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,8,M,56,HEARING,8,ND,3,35,21,1.11, N, N, CORRECT,3,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,9,M,56,HEARING,8,ND,3,35,63,1.25, N, C, INCORRECT,3,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,10,M,56,HEARING,8,ND,3,35,45,1.17, N, N, CORRECT,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,11,M,56,HEARING,8,ND,3,35,77,1.385, N, C, INCORRECT,3,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,12,M,56,HEARING,8,ND,3,35,36,0.905, C, C, CORRECT,3,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,13,M,56,HEARING,8,ND,3,35,43,0.53, N, N, CORRECT,3,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,14,M,56,HEARING,8,ND,3,35,59,1.43, N, N, CORRECT,3,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,15,M,56,HEARING,8,ND,3,35,57,1.135, C, N, INCORRECT,3,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,16,M,56,HEARING,8,ND,3,35,60,0.725, N, N, CORRECT,3,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,17,M,56,HEARING,8,ND,3,35,73,2.38, N, N, CORRECT,3,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
